Index,Unnamed: 0,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
12104,12104,Bruno Mars,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,85,2012,dance,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4
32070,32070,Frank Ocean,Lost,3GZD6HmiNUhxXYf8Gch723,82,2012,hip-hop,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,4
40342,40342,Bruno Mars,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,87,2012,pop,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827,4
40346,40346,One Direction,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,82,2012,pop,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,4
66269,66269,Avicii,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,84,2013,dance,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
77591,77591,Arctic Monkeys,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,91,2013,garage,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,4
77592,77592,Arctic Monkeys,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,85,2013,garage,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4
77593,77593,Arctic Monkeys,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,86,2013,garage,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
93566,93566,PARTYNEXTDOOR,Break from Toronto,5fEB6ZmVkg63GZg9qO86jh,81,2013,pop,0.595,0.678,9,-5.18,1,0.0335,0.0199,0.00389,0.418,0.259,117.067,99213,4
93567,93567,Lana Del Rey,Young And Beautiful,2nMeu6UenVvwUktBCpLMK9,81,2013,pop,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053,4
93570,93570,John Legend,All of Me,3U4isOIWM3VvDubwSI3y7a,83,2013,pop,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
93572,93572,One Direction,Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,81,2013,pop,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,4
97060,97060,Capital Cities,Safe And Sound,6Z8R6UsFuGXGtiIxiD8ISb,81,2013,rock,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,5
109697,109697,WALK THE MOON,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,81,2014,alt-rock,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4
119670,119670,Avicii,The Nights,0ct6r3EGTcMLPtrXHDvVjc,84,2014,dance,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,176658,4
119673,119673,Ariana Grande,One Last Time,7xoUc6faLbCqZO6fQEYprd,81,2014,dance,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267,4
119677,119677,Paloma Faith,Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,82,2014,dance,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,232893,4
125809,125809,Mac DeMarco,Chamber Of Reflection,7H7NyZ3G075GqPx2evsfeb,82,2014,edm,0.538,0.557,11,-8.678,1,0.0914,0.262,0.914,0.102,0.506,131.03,231724,4
138937,138937,J. Cole,No Role Modelz,68Dni7IE4VyPkTOH9mRWHr,87,2014,hip-hop,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,292799,4
138938,138938,J. Cole,Wet Dreamz,4tqcoej1zPvwePZCzuAjJd,83,2014,hip-hop,0.495,0.722,6,-8.108,0,0.357,0.0697,0.0,0.113,0.539,175.627,239267,4
140597,140597,TV Girl,Lovers Rock,6dBUzqjtbnIa1TwYbyw5CM,85,2014,indie-pop,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,213920,4
146767,146767,Maroon 5,Maps,4gbVRS8gloEluzf0GzDOFc,82,2014,pop,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4
146770,146770,Sam Smith,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,84,2014,pop,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,239317,4
146771,146771,One Direction,Night Changes,5O2P9iiztwhomNh8xkR9lJ,86,2014,pop,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,4
146772,146772,Lana Del Rey,West Coast,5Y6nVaayzitvsD5F7nr3DV,81,2014,pop,0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760,4
146773,146773,Sam Smith,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt,82,2014,pop,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4
146774,146774,Justine Skye,Collide (feat. Tyga),22I3h5AOENlH4CqXJsEbFR,81,2014,pop,0.418,0.31,11,-9.869,0,0.0625,0.095,0.0,0.216,0.131,139.614,260170,4
146783,146783,Coldplay,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,82,2014,pop,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,4
162916,162916,The Neighbourhood,Daddy Issues,5E30LdtzQTGqRvNd7l6kG5,84,2015,alt-rock,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4
174628,174628,Avicii,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,81,2015,edm,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613,4
176366,176366,Lil Peep,Star Shopping,6Ox1rvlwEpB49drasQm6RF,84,2015,emo,0.538,0.471,4,-9.84,0,0.0955,0.0946,0.0185,0.116,0.307,93.07,142000,4
188789,188789,Bryson Tiller,Don't,3pXF1nA74528Edde4of9CC,81,2015,hip-hop,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,198293,4
197514,197514,The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB,86,2015,pop,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253,4
197515,197515,Kali Uchis,Melting,2kSb3wYSOV996xA2NSmpck,81,2015,pop,0.574,0.479,8,-7.776,1,0.0355,0.179,0.0803,0.106,0.303,115.263,208854,4
197516,197516,Rihanna,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,81,2015,pop,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,219306,4
197519,197519,The Weeknd,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,81,2015,pop,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,213520,4
197524,197524,Mark Ronson,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,81,2015,pop,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
197526,197526,Justin Bieber,Love Yourself,50kpGaPAhYJ3sGmk6vplg0,82,2015,pop,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,4
197543,197543,Coldplay,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,82,2015,pop,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,4
201246,201246,Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,83,2015,rock,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
224448,224448,Bruno Mars,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,82,2016,dance,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4
224449,224449,Sia,Unstoppable,1yvMUkIOTeUNtNWlWRgANS,81,2016,dance,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,217747,4
224450,224450,The Chainsmokers,Closer,7BKLCZ1jbUBVqRi2FVlTVw,83,2016,dance,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4
224451,224451,Calvin Harris,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,82,2016,dance,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4
224458,224458,DJ Snake,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,82,2016,dance,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947,4
232723,232723,Seafret,Atlantis,1Fid2jjqsHViMX6xNH70hE,85,2016,folk,0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,229173,4
243903,243903,Frank Ocean,Pink + White,3xKsf9qdS1CyvXSMEid6g8,84,2016,hip-hop,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,184516,3
243904,243904,Childish Gambino,Me and Your Mama,4AFsRbaLKRWo3dDtjDFA2V,82,2016,hip-hop,0.545,0.442,5,-12.111,1,0.0352,0.0104,0.0271,0.0664,0.242,118.073,379227,3
243905,243905,Childish Gambino,Redbone,0WtDGnWL2KrMCk0mI1Gpwz,82,2016,hip-hop,0.745,0.353,1,-10.614,1,0.0983,0.174,0.00662,0.118,0.598,160.111,326933,4
243906,243906,Drake,One Dance,1zi7xx7UVEFkmKfv06H8x0,84,2016,hip-hop,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,4
244724,244724,Travis Scott,goosebumps,6gBFPUFcJLzWGx4lenP6h2,82,2016,house,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,243837,4
245682,245682,TV Girl,Not Allowed,3IznIgmXtrUaoPWpQTy5jB,81,2016,indie-pop,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,167864,4
245683,245683,TV Girl,Cigarettes out the Window,6QeYSvYqYUsfBzsApbjDHO,81,2016,indie-pop,0.625,0.659,0,-5.669,1,0.0337,0.12,0.0,0.17,0.594,113.551,198961,4
255746,255746,Cigarettes After Sex,Apocalypse,3AVrVz5rK8Hrqo9YGiVGN5,81,2017,ambient,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,290147,4
264768,264768,The Chainsmokers,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,83,2017,dance,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
264770,264770,Shawn Mendes,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,85,2017,dance,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440,4
264771,264771,Shawn Mendes,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,83,2017,dance,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,187973,4
271174,271174,Mac DeMarco,For the First Time,2R4AlwtrrkMaRKojcTIzmL,81,2017,edm,0.551,0.529,5,-10.469,0,0.0517,0.296,0.0093,0.178,0.521,75.515,182307,4
271629,271629,Billie Eilish,Bored,04sN26COy28wTXYj3dMoiZ,82,2017,electro,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933,4
272512,272512,XXXTENTACION,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,85,2017,emo,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,120027,4
272513,272513,XXXTENTACION,Everybody Dies In Their Nightmares,3GVkPk8mqxz0itaAriG1L7,82,2017,emo,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4
272514,272514,XXXTENTACION,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,82,2017,emo,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
284811,284811,Lil Baby,Freestyle,5BbdKBZO0TH0GhfxUfyhL9,83,2017,hip-hop,0.877,0.517,2,-5.426,0,0.0706,0.217,0.0,0.143,0.255,119.996,162053,4
284812,284812,"Tyler, The Creator",See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,83,2017,hip-hop,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4
284813,284813,Offset,Ric Flair Drip (with Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,81,2017,hip-hop,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800,4
284814,284814,Kendrick Lamar,LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,81,2017,hip-hop,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,213400,4
284815,284815,Kendrick Lamar,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,83,2017,hip-hop,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4
284816,284816,Kendrick Lamar,PRIDE.,6IZvVAP7VPPnsGX6bvgkqg,81,2017,hip-hop,0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,275253,4
284818,284818,Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,81,2017,hip-hop,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4
284821,284821,Future,Mask Off,0VgkVdmE4gld66l8iyGjgx,81,2017,hip-hop,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4
284831,284831,French Montana,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,81,2017,hip-hop,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4
286610,286610,Måneskin,Beggin',3Wrjm47oTz2sjIgck11l5e,83,2017,indie-pop,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4
286612,286612,Jaymes Young,Infinity,1SOClUWhOi8vHZYMz3GluK,81,2017,indie-pop,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720,4
293464,293464,Taylor Swift,Don’t Blame Me,1R0a2iXumgCiFb7HEZ7gUE,85,2017,pop,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413,4
293465,293465,Ruth B.,Dandelions,2eAvDnpXP5W0cVtiI0PUxV,87,2017,pop,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720,3
293468,293468,Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,87,2017,pop,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3
293474,293474,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,83,2017,pop,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4
293477,293477,Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,85,2017,pop,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
293588,293588,Sam Smith,Too Good At Goodbyes,1mXVgsBdtIVeCLJnSnmtdV,81,2017,pop,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4
297308,297308,Imagine Dragons,Believer,0pqnGHJpmpxLKifKRmU6WP,86,2017,rock,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,204347,4
297309,297309,Imagine Dragons,Thunder,1zB4vmk8tFRmM9UULNzbLB,83,2017,rock,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4
304270,304270,White Noise Baby Sleep,Clean White Noise - Loopable with no fade,2bRKxuH1o7pTmb1y4GfdEc,87,2017,sleep,0.0,0.00342,8,-28.46,1,0.0,0.791,1.0,0.111,0.0,0.0,90228,0
311042,311042,The Neighbourhood,Softcore,2K7xn816oNHJZ0aVqdQsha,84,2018,alt-rock,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,206280,4
311043,311043,The Neighbourhood,You Get Me So High,7zwn1eykZtZ5LODrf7c0tS,81,2018,alt-rock,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,153000,4
316536,316536,80purppp,Hex,7D7e6hm2LiNd6nLuJF6K9Q,82,2018,chill,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,122222,4
321014,321014,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,81,2018,dance,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4
321015,321015,Calvin Harris,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,85,2018,dance,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4
321016,321016,Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,83,2018,dance,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4
321026,321026,Charlie Puth,Attention,5cF0dROlMOK5uNZtivgu50,81,2018,dance,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4
321028,321028,Lady Gaga,Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk,81,2018,dance,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,210200,4
327774,327774,Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,83,2018,electro,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4
328647,328647,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,83,2018,emo,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,4
328648,328648,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,81,2018,emo,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
328649,328649,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,81,2018,emo,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
340886,340886,Lil Baby,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,82,2018,hip-hop,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,4
340887,340887,Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,83,2018,hip-hop,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
340888,340888,Lil Baby,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,81,2018,hip-hop,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4
340892,340892,Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,83,2018,hip-hop,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4
341742,341742,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,81,2018,house,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
342776,342776,Mitski,Washing Machine Heart,3jjsRKEsF42ccXf8kWR3nu,81,2018,indie-pop,0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,128199,4
342777,342777,girl in red,we fell in love in october,6IPwKM3fUUzlElbvKw2sKl,82,2018,indie-pop,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,184154,4
350200,350200,The Weeknd,I Was Never There,1cKHdTo9u0ZymJdPGSh6nq,88,2018,pop,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,241067,4
350201,350201,The Weeknd,Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,87,2018,pop,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3
350202,350202,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,82,2018,pop,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
350203,350203,Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,87,2018,pop,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4
350233,350233,Morat,No Se Va,4khWEpnaijN0G1x019Uzdr,82,2018,pop,0.734,0.685,0,-5.37,1,0.0453,0.117,0.0,0.109,0.754,92.042,216753,4
354034,354034,Rainbow Kitten Surprise,It's Called: Freefall,474uVhyGgK5MtY9gMcDgGl,82,2018,rock,0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944,152293,4
374801,374801,Gesaffelstein,Lost in the Fire (feat. The Weeknd),2vXKRlJBXyOcvZYTdNeckS,83,2019,club,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,202093,4
377663,377663,Chris Brown,Under The Influence,5IgjP7X4th6nMNDh4akUHb,90,2019,dance,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613,4
377664,377664,Doja Cat,Streets,60ynsPSSKe6O3sfwRnIBRf,81,2019,dance,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,226987,4
384323,384323,Billie Eilish,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,83,2019,electro,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4
384324,384324,Billie Eilish,bad guy,2Fxmhks0bxGSBdJ92vM42m,81,2019,electro,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
399062,399062,Liana Flores,rises the moon,51Grh1RyUDcMBbpuyUIUHI,81,2019,indie-pop,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,161929,3
399063,399063,New West,Those Eyes,50x1Ic8CaXkYNvjmxe3WXy,87,2019,indie-pop,0.593,0.352,4,-8.296,1,0.0284,0.695,2.22e-05,0.3,0.226,119.988,220750,3
399070,399070,Labrinth,Formula,6EtKlIQmGPB9SX8UjDJG5s,82,2019,indie-pop,0.574,0.664,11,-6.068,1,0.0409,0.0448,0.0553,0.146,0.226,144.654,91870,4
406367,406367,Yot Club,YKWIM?,2vWBUC9djv6BtiGlmKiQaH,81,2019,pop,0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,212750,3
406368,406368,Eyedress,Jealous,1aXV8GrmQLvgoFtBPERP7E,82,2019,pop,0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,122339,4
406369,406369,Taylor Swift,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,83,2019,pop,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4
406370,406370,Harry Styles,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,87,2019,pop,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4
406371,406371,Taylor Swift,All Of The Girls You Loved Before,4P9Q0GojKVXpRTJCaL3kyy,82,2019,pop,0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,221407,3
406372,406372,Taylor Swift,Lover,1dGr1c8CrMLDpV6mPbImSI,83,2019,pop,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,4
406373,406373,Harry Styles,Adore You,3jjujdWJ72nww5eGnfs2E7,84,2019,pop,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4
406375,406375,Lewis Capaldi,Before You Go,2gMXnyrvIjhVBUZwvLZDMP,83,2019,pop,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4
406376,406376,Billie Eilish,when the party's over,43zdsphuZLzwA9k4DJhU0I,81,2019,pop,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4
406378,406378,Harry Styles,Falling,1ZMiCix7XSAbfAJlEZWMCp,82,2019,pop,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133,4
406379,406379,Lana Del Rey,Doin' Time,0Oqc0kKFsQ6MhFOLBNZIGX,81,2019,pop,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193,4
406437,406437,James Arthur,Car's Outside,0otRX6Z89qKkHkQ9OqJpKt,81,2019,pop,0.338,0.562,9,-7.181,1,0.029,0.039,0.0,0.107,0.259,149.907,248373,4
428907,428907,Powfu,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,81,2020,chill,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,173333,4
433210,433210,Dua Lipa,Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,82,2020,dance,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
433211,433211,Ariana Grande,positions,35mvY5S1H3J2QZyna3TFe0,82,2020,dance,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,172325,4
433212,433212,Dua Lipa,Levitating,39LLxExYz6ewLAcYrzQQyP,81,2020,dance,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,203808,4
452805,452805,21 Savage,Glock In My Lap,6pcywuOeGGWeOQzdUyti6k,84,2020,hip-hop,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,193591,4
452808,452808,Playboi Carti,Sky,29TPjc8wxfz4XMn21O7VsZ,81,2020,hip-hop,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,193234,4
452810,452810,Eminem,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,81,2020,hip-hop,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,4
454749,454749,Glass Animals,Heat Waves,02MWAaffLxlfxAUY7c5dvx,84,2020,indie-pop,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
456848,456848,BTS,Dynamite,5QDLhrAOJJdNAmCTJ8xMyW,81,2020,k-pop,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4
461991,461991,The Weeknd,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,90,2020,pop,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
